Tipo,Slot,Grupo,Ruta,Nombre,Main Algorithm,Alternative Algorithm,Alternative Algorithm 2,Target Slot
Advanced Algorithms,Back Right,Trapped Edge,AF2L22_Back Right.png,AF2L22,y U R' F R F' R' U' R,U' l U' R' U x U2 L U L',U' R B' R2 U R U2 R B R',(BL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L23_Back Right.png,AF2L23,U2 L2 D' B2 D L2,U2 r2 U' F2 U r2,U2 L2 u' L2 u L2,(FL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L24_Back Right.png,AF2L24,U' R' U R U' S R S',y U R' F R F' U2 L' U' L,y U R' F R2 U' R' U2 F',(FR Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L25_Back Right.png,AF2L25,U' R' U' R U f' L' f,U' L' u' L' u L,U' R' U' R y U R' U' R,(BL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L26_Back Right.png,AF2L26,U2 f R' f' U L' U' L,U2 f U' R' U f',U2 F U' R' U R F',(FL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L27_Back Right.png,AF2L27,U R' U2 R F' U' F,U' R' U' R d' L' U' L,U' f R' f' U' R U' R',(FR Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L28_Back Right.png,AF2L28,U R' U R U f' L f,U R' U R d L' U L,U R' U R y R' U2 R,(BL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L29_Back Right.png,AF2L29,U R' U R L' U L,,,(FL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L30_Back Right.png,AF2L30,U F D R D' F',U R' U R U' F' U F,d R u R u' R',(FR Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L31_Back Right.png,AF2L31,L R' U2 R L',,,(BL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L32_Back Right.png,AF2L32,F R' U R F',R' U R y' U R U' R',R' U R y U L U' L',(FL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L33_Back Right.png,AF2L33,R' U R2 U' R',R' U2 R2 U2 R',R2 F R2 F',(FR Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L34_Back Right.png,AF2L34,y U' F' R' U' R F,,,(BL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L35_Back Right.png,AF2L35,U' f R f' U' L' U' L,y U2 L U' F' U F L',y' U2 L F' U' F L',(FL Slot)
Advanced Algorithms,Back Right,Trapped Edge,AF2L36_Back Right.png,AF2L36,U R' U2 R y' R' U' R,U R' U2 R y L' U' L,,(FR Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L37_Back Right.png,AF2L37,y R U' R' U' f R f',R' U R d' R' U' R,R' U' R l U L' U' M',(BL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L38_Back Right.png,AF2L38,R' U' R U2 L' U L,R' L' U2 L R,,(FL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L39_Back Right.png,AF2L39,F' R' U2 R U' F,R' U' R U y L' U L,R' U R d R' U' R,(FR Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L40_Back Right.png,AF2L40,R' U R U L U L' U L U' L',,,(BL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L41_Back Right.png,AF2L41,R' U R F R' F R F2,R' U R y' R U R' U R U' R',,(FL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L42_Back Right.png,AF2L42,R' U R U' R U R' U R U' R',,,(FR Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L43_Back Right.png,AF2L43,R' U R U L U' L' U' L U L',,,(BL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L44_Back Right.png,AF2L44,R' U R U' L' U L d' L U L',R' U R y L U' L' U' L U L',R' U R y' R U' R' U' R U R',(FL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L45_Back Right.png,AF2L45,R' U R U R' U R2 U R',R' U R2 U R' U R U R',,(FR Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L46_Back Right.png,AF2L46,R' U' R y U R' U R U' R' U' R,R' U R y U2 R' U2 R U' R' U R,,(BL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L47_Back Right.png,AF2L47,R' U R U L' U2 L U' L' U L,R' U' R L' U L U' L' U' L,y R U2 R' L U2 L' U' L U L',(FL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L48_Back Right.png,AF2L48,R' U2 R y' R' U R U' R' U' R,R' U R y' R' U2 R U' R' U R,R' U R U' R' U2 L F' R2 U' R2 U F L' R,(FR Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L49_Back Right.png,AF2L49,R' U R U R' U' R y R' U2 R,R' U' R y R' U2 R U R' U' R,,(BL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L50_Back Right.png,AF2L50,R' U' R U' L' U2 L U L' U' L,R' U R U R' U' R L' U L,,(FL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L51_Back Right.png,AF2L51,R' U' R y' U2 R' U2 R U R' U' R,R' U R L F' R' F R F L',R' U' R U d R' U2 R U R' U' R,(FR Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L52_Back Right.png,AF2L52,R' U R U2 L U2 L' U2 L U' L',,,(BL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L53_Back Right.png,AF2L53,R' U R y' U R U2 R' U2 R U' R',R' U' R L' U2 L y U' L U L',R' U' R L' U2 L U' F U F',(FL Slot)
Advanced Algorithms,Back Right,Both Pieces Trapped,AF2L54_Back Right.png,AF2L54,R' U R2 U2 R' U R' F R F',R' U R2 U2 R' U2 R U' R',R' U' R U2 R' U2 R2 U R',(FR Slot)
Useful Cases,Working Slot,Group,Useful Cases Name or _Working Slot.png,Useful Cases Name or ,Main Algorithm,Alternative algorithm or warnings,,(Target Slot)
Useful Cases,Front Right,"Edge in different slot, corner oriented",UF2L1_Front Right.png,UF2L1,R' F R2 U' R' U2 F',,,(FL Slot)
Useful Cases,Front Right,"Edge in different slot, corner oriented",UF2L2_Front Right.png,UF2L2,R' F R F' R' U' R,,,(BR Slot)
Useful Cases,Front Right,"Edge in different slot, corner oriented",UF2L3_Front Right.png,UF2L3,F R' U R F',,,(FL Slot)
Useful Cases,Front Right,"Edge in different slot, corner oriented",UF2L4_Front Right.png,UF2L4,R' F U' F' R,,,(BR Slot)
Useful Cases,Front Right,"Edge in different slot, corner not oriented",UF2L5_Front Right.png,UF2L5,R' F U F' R,,,(FL Slot)
Useful Cases,Front Right,"Edge in different slot, corner not oriented",UF2L6_Front Right.png,UF2L6,F R' U' R F',,,(BR Slot)
Useful Cases,Front Right,"Edge in different slot, corner not oriented",UF2L7_Front Right.png,UF2L7,U R' U' R2 U R2' U' R,,,(BR Slot)
Useful Cases,Front Right,"Edge in different slot, corner not oriented",UF2L8_Front Right.png,UF2L8,U' R U R2' U' R2 U R',,,(FR Slot)
Useful Cases,Front Right,"Edge in different slot, corner not oriented",UF2L9_Front Right.png,UF2L9,R' u' R' u R,,,(FR Slot)
Useful Cases,Front Right,Edge insertions,UF2L10_Front Right.png,UF2L10,F' R U R' U' R' F R,,,(FR Slot)
Useful Cases,Front Right,Edge insertions,UF2L11_Front Right.png,UF2L11,R' F' R U R U' R' F,,,(FR Slot)
Useful Cases,Front Right,"Corner solved, edge in slot",UF2L12_Front Right.png,UF2L12,R2 U' R2' U R2,,,(FR Slot)
Useful Cases,Front Right,"Corner solved, edge in slot",UF2L13_Front Right.png,UF2L13,R2 U R2 U' R2',,,(BR Slot)
Useful Cases,Front Right,Miscellaneous,UF2L14_Front Right.png,UF2L14,F R U' R' U' F',,,(FL Slot)
Useful Cases,Front Right,Miscellaneous,UF2L15_Front Right.png,UF2L15,R2 U' R' U R2,Only if the BR Slot is empty,,(FR Slot)
Useful Cases,Front Right,Miscellaneous,UF2L16_Front Right.png,UF2L16,R2 U R U' R2',Only if the FR Slot is empty,,(BR Slot)
Useful Cases,Front Right,Miscellaneous,UF2L17_Front Right.png,UF2L17,R' D' F D R,R' u' R u R,,(FL Slot)
Useful Cases,Front Right,Miscellaneous,UF2L18_Front Right.png,UF2L18,r U' R' U R U r',,,(FR Slot)
Useful Cases,Front Right,Miscellaneous,UF2L19_Front Right.png,UF2L19,M U r U' r' U' M',,,(FR Slot)
Useful Cases,Front Right,Miscellaneous,UF2L20_Front Right.png,UF2L20,R' U R U' R U R' ,Only if the BR Slot is empty,,(FR Slot)
Useful Cases,Back Right,Miscellaneous,UF2L21_Back Right.png,UF2L21,R U' R' U R' U' R ,Only if the FR Slot is empty,,(BR Slot)
Useful Cases,Front Right,Miscellaneous,UF2L22_Front Right.png,UF2L22,R U R' L' U' L,,,(FL Slot)
Useful Cases,Front Left,Miscellaneous,UF2L23_Front Left.png,UF2L23,L' U' L R U R',,,(FR Slot)
Useful Cases,Front Right,Miscellaneous,UF2L24_Front Right.png,UF2L24,R U R' r' U' R U M',Only if the FR Slot is empty,,(BR Slot)
Useful Cases,Front Right,Miscellaneous,UF2L25_Front Right.png,UF2L25,R U R' f R f',Only if the FR Slot is empty,,(BR Slot)
Useful Cases,Front Left,KeyHole,UF2L26_Front Left.png,UF2L26,D R U' R' D',Only if the FR Slot is empty,,(FL Slot)
Useful Cases,Front Left,KeyHole,UF2L27_Front Left.png,UF2L27,D' L' U L D,Only if the FR Slot is empty,,(FL Slot)
